,text,result,scores
311,“Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutional privacy rights was leaked”. Pretty much says it all about Alito. Congress needs to legislate psychological evaluations of SCOTUS candidates. https://t.co/ALcgvzBLSf,Positive,14.7
312,"RT @anonymousopiran: چند نکته قبل از ارسال اطلاعات:
- اطلاعات درست باشد.
- لطفا در هنگام ارسال اطلاعات عکس پروفایل خودتان را حذف کنید.
- به…",Neutral,100.0
313,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
314,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",Neutral,100.0
315,"RT @Josieamycashman: I'm too old to live under the Woke King's Great Reset. I'm addicted to luxuries like privacy, autonomy, informed conse…",Positive,24.8
316,"چند نکته قبل از ارسال اطلاعات:
اطلاعات درست باشد.
 به هیچ عنوان اطلاعات شخصی خود را در هنگام ارسال اطلاعات منتشر نکنید
 از بخش تنظیمات Privacy تلگرام نمایش شماره تلفن را 
بگذارید روی حالت Nobody

#علی_کریمی
#ژن_ژیان_آزادی
#opiran
#مرد‌_میهن‌_آبادی
#زن_زندگی_آزادی
#مهسا_امینی https://t.co/FMp5O52fcY",Neutral,100.0
317,"Novidades aqui👇
 https://t.co/XF9fuJQwax…",Neutral,100.0
318,"RT @liviidias: Me fudeu beeem gostosinho de 4, fiquei com a buceta cheia de leite 😻💦💦 vídeo novo no meu Privacy https://t.co/HRY6QCvlwf",Negative,9.9
319,"RT @lilithyourgirl: Venha gozar comigo!
- Packs;
- Avaliação;
- Chamadas;
- Sexting; 
- Webnamoro;
- Fetiche; 
- Personalizados;
-Privacy c…",Neutral,100.0
320,"RT @toastmylove: The way to support is being willing to embrace whatever he wants to tell, stressing is inappropriate and I can’t care less…",Positive,27.6
321,RT @GentRitePassage: @backtolife_2023 By 2030 you'll have no privacy...,Negative,21.6
322,"RT @HeatherThomasAF: Psst!
EVERYONE'S Medical Privacy is on the ballot.",Neutral,100.0
323,@sis_brazil I really wish you would take this down. It is such an invasion of privacy. Sam literally just released his book yesterday speaking out about not appreciating this side of being famous and this is what we get today? It’s disrespectful and inappropriate.,Positive,6.5
324,RT @HererraBianca: Hoje foi dia de grava com esse gostoso @caiquefitnnes ... videos completos la no meu privacy https://t.co/VVnA8qMNMS htt…,Negative,10.4
325,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
326,"RT @RunchieC: This is my NO to any man being able to self id as a woman.
This is my NO to males in women’s prisons/hospital wards/changing…",Negative,19.6
327,"@faiz_jebat I have DM-ed you. Can we continue this conversation via DM? This is to protect your data privacy from being exposed to the public.

-Anna",Positive,9.7
328,"RT @mattvogt: Whoa. FTC brings action against CEO of alcohol delivery company over data breach
""The agency’s rare decision to single out Dr…",Neutral,100.0
329,I’m gonna retire on my TikTok privacy settlement money.  Or at least buy a moderately priced dinner.,Neutral,100.0
330,"RT @Masterdancwb: Bom dia pra quem acordou leitando um rabinho 💦💦

Onlyfans/OnNowplay/justforfans/privacy 

Link na bio https://t.co/MUHH6L…",Neutral,100.0
331,RT @HererraBianca: Fiz vários videos eu sendo ativas .... em quanto o privacy n volta.. se quizerem compra pelo zap e so chama 😈 https://t.…,Neutral,100.0
332,"RT @honeymoonluve: Pack novo na área, vem gozar com essa Hinata safadinha 

Quase 20 mídias desse pack free lá no Privacy https://t.co/Z6Xw…",Positive,12.9
333,"RT @efa_oz: ""For 40 years, governments and DPAs have been “balancing” privacy rights with the inexorable appetite of organizations for pers…",Neutral,100.0
334,"RT @Masterdancwb: Cachorra cuidando do macho! 

Completo ✅ 

Onlyfans/OnNowplay/justforfans/privacy 

/bitchboymd https://t.co/V31YL8dDGi",Neutral,100.0
335,@itboy67 i like to keep our privacy,Positive,33.3
336,"RT @ShonaghDillon: This is my no. 
No to self ID of sex. 
No to the decimation of women’s rights, boundaries, privacy and safety. No to men…",Negative,27.0
337,RT @Iamluannax: Completo no privacy 🫣🤤 https://t.co/qAIEqCb31q,Negative,26.8
338,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
339,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
340,"RT @HererraBianca: Vem conferir o video completo no meu privacy.... ta uma dlc ! Varios conteúdos novos la RT ai galera pfv
https://t.co/VV…",Negative,11.1
341,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",Neutral,100.0
342,RT @w8vendor: ฟิล์มแบบ privacy คือกันคนขี้เสือกได้จริง เล่นบน bts ก็ไม่ต้องมาระแวงใคร ไม่มีใครมาเห็นเงินในบัญชีนอกจากเรา มีบล็อคให้ติดเองด้…,Neutral,100.0
343,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
344,"RT @TheEvilEngine1: Mild mannered retail worker by day (and sometimes night), but once home Rosie transforms into her super sexy alter ego……",Positive,33.2
345,"@UtahPolitician @Inthevortex717 Hello  Jan..how are you doing... ? I was searchin for my old friends when I stumbled across your profile. You look beautiful,  you worth talkin to. I'm so sorry for breakin into your privacy. can we be friends?.",Positive,21.0
346,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
347,@_fyyy__ Alhamdulillah rezeki nya I dapat jiran meja yang very respectful of my privacy and tak mengacau. Bukak je lagu kuat2 weh or pakai headphones 😂,Positive,12.5
348,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
349,"RT @Chloewaifu: 😈Posso dançar assim de 4 para você?

🇧🇷 Assine meu privacy link nos comentários 💋 https://t.co/pxqp0EaMIi",Neutral,100.0
350,RT @Iamluannax: @ItsAstridsBooty Privacy: luanamoraes 🖤 https://t.co/KmvKIvhplo,Neutral,100.0
351,"RT @JennyGlover40: This is my NO to self id. Women need same sex spaces for safety, privacy and dignity #NoToSelfID #ThisIsMyNo #nomeninwom…",Positive,20.0
352,"RT @tempestadepv: ✨ atualizei o privacy ✨

Vídeo gostoso demais passando hidratante no meu corpinho com a bceta peludinha falando bastante…",Negative,12.1
353,RT @Iris_olll: assinem o privacy da minha amiga pra gnt poder sair no final de semana,Negative,13.6
354,RT @inoimq: คนไทยมันไม่เข้าใจprivacy สิทธิของเด็กจริงๆนะ ละอย่างแม่บางคนที่เขาไม่เปิดหน้าลูกยังจะไปด่าเขาอีก เอาลูกเขาไปเทียบกับลูกคนอื่น…,Neutral,100.0
355,"RT @bojourneys2237: ดราม่านี้วนมาอีกแล้ว หัวข้อวิจัยเล่มจบ
ป.โท ของเราเอง หลังจากรันสถิติ
ผล SPSSออกมาชัดเจน 
ตามในรีพลายทวีตนี้เลย
คือคนไท…",Neutral,100.0
356,RT @AlineMBarbosa29: As 40 primeiras pessoas que curtir e retwitar eu mando um presente do meu Privacy...,Neutral,100.0
357,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",Neutral,100.0
358,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
359,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
360,"Actually, its that the sentence ""can be found here"" links to the privacy policy, you have to click the word ""terms and conditions"". Neither are highlighted as a link. Not great UX design",Negative,9.5
361,RT @_tizzight: I'm so big on privacy I don't find interest in social media being in tuned to anything in my personal life I don't see how p…,Negative,9.0
362,"RT @yasmiiiin27: Escapou. 😮‍💨 

Mídias assim, no meu VIP, Onlyfans e Privacy. 

Vem me ver toda putinha, vem. 😈👍🏻 https://t.co/ClD9dDFuNu",Positive,17.4
363,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
364,"RT @maaypack: Quer tomar banho comigo? 💦

Disponível na DM:
•Fotos, vídeos e áudios 
•Avaliações
•Plaquinhas
•Fetiches (Scat , eproctofilia…",Neutral,100.0
365,"RT @YOUR2002BABE: 🍷 GRUPO DE ROUNDS MISTOS 🍷

🦇 sem min. de seguidores;
👸🏻 modelos verificades (não aceitamos privacy);
⛓ 4 participações s…",Neutral,100.0
366,"The gray smart film use for office, the privacy effect is great.
https://t.co/WvUkgKue9j
https://t.co/z4ZZCPT6Xy #privacy #film https://t.co/1HuKb7MBmf",Positive,31.2
367,"RT @toastmylove: The way to support is being willing to embrace whatever he wants to tell, stressing is inappropriate and I can’t care less…",Positive,27.6
368,Vamos de RT😈💦 https://t.co/9ZAYzV0oCp https://t.co/lyunRN3RF2,Neutral,100.0
369,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
370,RT @LunaMyBabyPup: So seokjin is getting to know the city. Ppl saw him (they didn't say where to protect his privacy) walking around with s…,Positive,9.8
371,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
372,RT @goodboyeontan: Just a reminder that taennies as a whole only exist to celebrate information they think that someone stole and leaked. T…,Positive,14.8
373,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,Neutral,100.0
374,RT @IMissHitchSlaps: @HCAHospitalsUK @PGHosp You don't give women privacy or single sex care tho,Positive,19.8
375,"RT @mmttsex69: ❣️Novo Vídeo Amador 🥵🥵
Me divertindo com mais três amigos, com direito a DP, gozada na cara, na boca e no rabo
🌎 https://t.c…",Negative,9.1
376,"RT @angel_packsss: gostou do que viu aqui amor? 🙈

tem completo lá no meu privacy, link abaixo ⬇️🔗 https://t.co/8HtZvkjR1g",Positive,18.0
377,RT @cmclymer: Let me see if I understand this correctly: Alito is complaining that his right to privacy was violated by that leaked draft?,Negative,27.3
378,RT @TonyaJoRiley: Looking forward to this opportunity from @NatPress to learn even more about data privacy from new perspectives! The Dobbs…,Positive,15.0
379,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
380,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
381,"RT @Doryannsw: we were horny and went to fuck at dawn 😈

50%Off last day 🔥

🇧🇷 https://t.co/NK3lRtVfFC
🌍 https://t.co/Mi2FrAZjGR https://t.…",Negative,17.1
382,RT @LittleBirbMame: เด็กไม่ใช่ผู้ใหญ่ตัวเล็กแต่ก็ช่วยเคารพสิทธิของเด็กที กูงง ความรู้เรืองสิทธิเด็กไม่มีเลย Unicef ออกสิทธิเด็กมาให้อ่านกัน…,Neutral,100.0
383,"🧡 PRIVACY 39 R$ 
https://t.co/Ouh1rh4Xwb

💙 ONLYFANS 6$ 40%OFF 
https://t.co/widq6qv1X9 https://t.co/gdsKXexpVF",Neutral,100.0
384,"RT @yasminbackupp: Subscribe to my platforms to see my daily content, everything as if it were for you!

OnlyFans e Privacy 🇧🇷

Vem me ver,…",Neutral,100.0
385,RT @LittleBirbMame: งงมากบอกว่าเป็นเรื่องของเค้า ลูกเค้า คือพอเป็นแค่ Privacy แล้วคุณไม่คิดว่ามันคือการละเมิดสิทธิ์เหมือน Physical violence…,Neutral,100.0
386,"RT @ThorTorrens: Zcash is the most important crypto currency in the market. 

If we don’t have privacy we don’t have anything.",Positive,9.5
387,Phone Repair Privacy Features : maintenance mode https://t.co/Q6rg3FQ7yA,Neutral,100.0
388,RT @JaooBarcelox: https://t.co/nse75XHdxb https://t.co/EgO6C84g3P,Neutral,100.0
389,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
390,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
391,"Olhem esse trechinho do que vai chegar no Privacy e Telegram essa semana, pediram tanto que fizemos com muito tesão, não preciso nem falar que adorei comer o Leo né?

O vídeo todo tem 10 minutos, pra checar só seguir os links no comentário++++ https://t.co/EDobq0d8JQ",Negative,9.9
392,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",Neutral,100.0
393,"RT @ksalbaiano: Videozinho de squirt já disponível no nosso privacy. Link na bio, preço imperdível para várias mídias 🤤 https://t.co/7nQAxi…",Negative,10.9
394,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
395,RT @cmclymer: Let me see if I understand this correctly: Alito is complaining that his right to privacy was violated by that leaked draft?,Negative,27.3
396,"booh 🔥👻 
ficaria assustado comigo ou sentiria tesão ? 😈

❤️  Assine pra ver mais de 700 mídias no meu privacy,juro que você vai gostar &lt;3

🇺🇸 Support me on my ONLYFANS  and see this full SET, link in the comment &lt;3 https://t.co/yUSQYb2y43",Positive,6.2
397,"#DigitalID systems &amp; #privacy legislation zeroes in on narrow, instrumental issues, neglecting larger democratic themes, like obligations to protect #publicinterest. Regulators are under-resourced &amp; lack inquisitorial powers. What could possibly go wrong?https://t.co/Bg07eG7WcR",Neutral,73.5
398,RT @HelenKennedy: @glennkirschner2 He wants a right to privacy? That’s friggin rich.,Positive,28.0
399,"RT @travisakers: P.S. Do you want to be tracked?

No? If you signed up for a TribelSocial account, not only are they tracking &amp; storing you…",Negative,9.5
400,RT @Taluane81: B@c@nal no mato 😏 nada mal heinnn 💦🍃🌿🔥 https://t.co/z88KodE3le https://t.co/JKQ5FnhhbZ,Negative,18.0
401,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",Neutral,100.0
402,"Dm now for any hacking services or account recovery services 
I assure you nothing but the best services #iphone #icloud #document #snap #snapchat #snapchatsupport #instagram #facebook #DeleteSpotify #content #privacy #altcoinseason #document #snap",Negative,12.9
403,"RT @AkemiHarummi: Já viram esse conteúdo!? 
Ainda n !? 
Corre na Privacy, vai conferir que delícia de vídeo🤤🥵",Neutral,100.0
404,RT @shooky0t7: I was just scrolling tt ... why would you ... sigh... you don't go to where ... you know what .. im tired ... tired of peopl…,Negative,18.2
405,RT @vest_sp: Vídeo https://t.co/V5PCrHqVrE https://t.co/ZP0vA8Y2pr,Neutral,100.0
406,RT @Engfsun: นี่ไม่เคยติดตามลูกดาราเลย โดนยิงฟีดเฟสมาให้เห็นทีเดียวยังรู้สึกแปลกๆเลย เริ่มคิดได้สมัยเคยดู return of superman แล้วเห็นคนไปตา…,Neutral,100.0
407,"RT @lilithyourgirl: Venha gozar comigo!
- Packs;
- Avaliação;
- Chamadas;
- Sexting; 
- Webnamoro;
- Fetiche; 
- Personalizados;
-Privacy c…",Neutral,100.0
408,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
409,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
410,"RT @PlayersTribune: “It’s one thing to be represented by professionals, but it’s another to be represented by family.”

@tkelce talks with…",Neutral,100.0
411,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
412,RT @_tizzight: I'm so big on privacy I don't find interest in social media being in tuned to anything in my personal life I don't see how p…,Negative,9.0
413,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,Neutral,100.0
414,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
415,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
416,RT @Iamluannax: Completo no privacy 🫣🤤 https://t.co/qAIEqCb31q,Negative,26.8
417,"RT @psychedrgg: 👇ASSINA MEU PRIVACY👇

💥💥R$9 REAIS 💥💥

👇+450 MÍDIAS 👇 https://t.co/Phh2buVGAl",Neutral,100.0
418,"RT @AnyPeituda_: Postei no privacy sem tarja, vem ver 😈

It’s on onlyfans uncensored, come and see 😈 https://t.co/IEr57sghYe",Negative,12.1
419,@Kaykayvanek so sad you can’t even have your own privacy,Negative,27.4
420,"@StarkResonance @jasondebolt I also think the one app to rule them all is going to a challenge. I’m not even sure how realistic that is. 

There tends to be public backlash in the US when people feel a platform is encroaching more and more on their privacy &amp; lives.",Negative,4.2
421,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
422,"RT @Stter_la: 🌸E esse bumbum?🍑 Merece seu rt né?🌸

🌸Meu privacy está na promoção por apenas $39,99 corre para aproveitar, termina dia 10!🌸…",Neutral,100.0
423,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
424,"@peekaboo_jen It was cruel and egregious. She stalked him in public like he was an animal. He’s clearly aware  he’s being pursued and he keeps moving on, trying to get some privacy for the phone conversation he’s having. And she robs the object of her adoration his humanity for a few likes?",Positive,18.7
425,For those who got their TikTok data privacy settlement today…try not to spend it all in one place!,Neutral,100.0
426,"RT @lilithyourgirl: Venha gozar comigo!
- Packs;
- Avaliação;
- Chamadas;
- Sexting; 
- Webnamoro;
- Fetiche; 
- Personalizados;
-Privacy c…",Neutral,100.0
427,"RT @zeagroboy: O @Nocyam3D levando gostoso.
https://t.co/gy8Yemaxv4 https://t.co/FLKShqk6ON",Neutral,100.0
428,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
429,"RT @mmttsex69: 🛑NOVO VÍDEO 🛑
Fudendo com meus amigos de infância que veio visitar a cidade 🫢
🌎 https://t.co/nRByg9A2q0
🇧🇷https://t.co/4wQY4…",Neutral,100.0
430,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
431,"RT @DannielZagga: É sério que você não quer ver o privacy do @garigatorj ???😱😱😱

Eu já assinei faz hora!!!

👉🏼 https://t.co/LtWLQbYvR7

👉🏼…",Neutral,100.0
432,RT @w8vendor: ฟิล์มแบบ privacy คือกันคนขี้เสือกได้จริง เล่นบน bts ก็ไม่ต้องมาระแวงใคร ไม่มีใครมาเห็นเงินในบัญชีนอกจากเรา มีบล็อคให้ติดเองด้…,Neutral,100.0
433,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
434,"RT @bojourneys2237: ดราม่านี้วนมาอีกแล้ว หัวข้อวิจัยเล่มจบ
ป.โท ของเราเอง หลังจากรันสถิติ
ผล SPSSออกมาชัดเจน 
ตามในรีพลายทวีตนี้เลย
คือคนไท…",Neutral,100.0
435,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
436,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
437,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
438,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
439,"RT @maaypack: Quer tomar banho comigo? 💦

Disponível na DM:
•Fotos, vídeos e áudios 
•Avaliações
•Plaquinhas
•Fetiches (Scat , eproctofilia…",Neutral,100.0
440,"RT @maaypack: Quer tomar banho comigo? 💦

Disponível na DM:
•Fotos, vídeos e áudios 
•Avaliações
•Plaquinhas
•Fetiches (Scat , eproctofilia…",Neutral,100.0
441,"RT @davidotsc: Cadê meu Bom dia? Posta fotinho aí nos comentários 
https://t.co/TJZcdzTJHQ
https://t.co/TJZcdzTJHQ
.
#rt @AdoradorPaus @Boy…",Neutral,100.0
442,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
443,"Em uma casa de swing em BC, chamada Griffin 
#casalswing #casalliberal #casalamador #casalcuckold #privacy https://t.co/SYjxFuIvMF",Neutral,100.0
444,RT @LetciaShirayuk1: 40% off on my ⭕nlyf4ns and Privacy today 💕 https://t.co/RgJcsv2nJZ,Neutral,100.0
445,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
446,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
447,RT @ImJimR87: Please respect her privacy during this difficult time,Positive,35.4
448,"RT @Ela_e_Show: Mamando e o meu corninho assistindo tudo de camarote 😈

Completinho aqui👇
https://t.co/4rwJ1Llq9N

Repararam no chão molhad…",Negative,12.8
449,"RT @liinsSarah: 30min de foda no privacy com esse novinho, ele enchendo meu cuzinho de leitinho no final e a porra saindo com ele metendo 🤤…",Negative,16.7
450,"That’s because the faux “climate crisis” isn’t cogent to most people. It’s also becoming increasingly clear it’s an excuse to get gullible people to agree to give up their rights, wealth, privacy, security, and national Constitution. https://t.co/LBzw8TaUwH",Positive,26.4
451,อ่านเม้นแล้วตกใจ ทำไมคนไทย not all ถึงไม่เข้าใจคำว่า privacy ของเด็กเลย https://t.co/m5J3u3PyPV,Neutral,100.0
452,"RT @pills4hell: 💗🤤💗
Vários conteúdos +18 postados no meu privacy e muito mais por vir. Vai perder? ✨

💜Link na bio e comentários💜 https://t…",Negative,9.9
453,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
454,"RT @davidotsc: Cadê meu Bom dia? Posta fotinho aí nos comentários 
https://t.co/TJZcdzTJHQ
https://t.co/TJZcdzTJHQ
.
#rt @AdoradorPaus @Boy…",Neutral,100.0
455,RT @prettiDetermine: Privacy is power what ppl don’t know they can’t ruin.,Negative,25.7
456,RT @NovinhosFut: https://t.co/oFBoQhsXRD https://t.co/KtdbrutOdx,Neutral,100.0
457,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
458,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
459,RT @bloomingcurious: Young woman in the hospital cafeteria broke my heart. She was trying to eat but had to constantly wipe the tears off h…,Negative,15.6
460,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",Neutral,100.0
461,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",Neutral,100.0
462,RT @LittleBirbMame: เด็กไม่ใช่ผู้ใหญ่ตัวเล็กแต่ก็ช่วยเคารพสิทธิของเด็กที กูงง ความรู้เรืองสิทธิเด็กไม่มีเลย Unicef ออกสิทธิเด็กมาให้อ่านกัน…,Neutral,100.0
463,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
464,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",Positive,44.7
465,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",Negative,11.4
466,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,Neutral,100.0
467,"RT @YOUR2002BABE: 🍷 GRUPO DE ROUNDS MISTOS 🍷

🦇 sem min. de seguidores;
👸🏻 modelos verificades (não aceitamos privacy);
⛓ 4 participações s…",Neutral,100.0
468,"RT @yasmiiiin27: Mamaria? 🌸🌝

Privacy e OnlyFans abaixo ⬇️ https://t.co/XLpvP6NGKo",Neutral,100.0
469,"RT @LokisNokia: Congratulations to Zawe and Tom! So happy for them, and I hope people remember to respect their privacy, especially when th…",Positive,44.1
470,"RT @aIys_x: I love my privacy, not everything is worth sharing.",Positive,44.7
471,"RT @DannielZagga: É sério que você não quer ver o privacy do @garigatorj ???😱😱😱

Eu já assinei faz hora!!!

👉🏼 https://t.co/LtWLQbYvR7

👉🏼…",Neutral,100.0
472,RT @januarynpxnk: เอางี้ติ่งบ้านนี้คิดง่ายๆเหมือนทุกคนต้องสนองนี้ดตัวเองแต่ไม่ห่วงความเป็น privacy ของเด็กอะ ไม่มีใครรู้ว่าเด็กโอเคไหมกับกา…,Neutral,100.0
473,RT @LittleBirbMame: งงมากบอกว่าเป็นเรื่องของเค้า ลูกเค้า คือพอเป็นแค่ Privacy แล้วคุณไม่คิดว่ามันคือการละเมิดสิทธิ์เหมือน Physical violence…,Neutral,100.0
474,RT @menen_c: 21 years ago today the GOP put into law the Patriot Act which was the first step in removing your privacy &amp; eventually your fr…,Neutral,100.0
475,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,Neutral,69.5
476,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",Neutral,100.0
477,Happy updated privacy policy season to all those who celebrate it.,Positive,45.1
478,"RT @akii_norii: ♥️💦PROMOÇÃO PRIVACY💦♥️
 !!!DE R$60 POR APENAS R$45!!!

Acesso a +1145 mídias explícitas o mês todinho

♥️💦LINK NOS COMENTÁR…",Neutral,100.0
